iter	Passed	Remaining
658	2634	1363
659	2637	1358
660	2641	1354
661	2644	1350
662	2648	1346
663	2651	1341
664	2654	1337
665	2658	1333
666	2661	1328
667	2664	1324
668	2668	1320
669	2671	1315
670	2675	1311
671	2678	1307
672	2682	1303
673	2685	1298
674	2689	1294
675	2693	1290
676	2697	1287
677	2700	1282
678	2704	1278
679	2708	1274
680	2711	1270
681	2715	1266
682	2718	1261
683	2723	1258
684	2727	1254
685	2730	1249
686	2734	1245
687	2737	1241
688	2741	1237
689	2744	1233
690	2747	1228
691	2751	1224
692	2755	1220
693	2758	1216
694	2762	1212
695	2765	1207
696	2769	1203
697	2772	1199
698	2776	1195
699	2779	1191
700	2782	1186
701	2787	1183
702	2790	1178
703	2793	1174
704	2797	1170
705	2801	1166
706	2805	1162
707	2808	1158
708	2811	1154
709	2815	1150
710	2819	1146
711	2822	1141
712	2826	1137
713	2829	1133
714	2833	1129
715	2837	1125
716	2840	1121
717	2843	1116
718	2847	1112
719	2851	1108
720	2854	1104
721	2864	1102
722	2867	1098
723	2871	1094
724	2874	1090
725	2877	1086
726	2881	1081
727	2884	1077
728	2888	1073
729	2891	1069
730	2894	1065
731	2899	1061
732	2902	1057
733	2905	1053
734	2909	1048
735	2912	1044
736	2916	1040
737	2919	1036
738	2923	1032
739	2926	1028
740	2931	1024
741	2934	1020
742	2937	1016
743	2941	1012
744	2945	1008
745	2948	1003
746	2951	999
747	2955	995
748	2958	991
749	2962	987
750	2966	983
751	2969	979
752	2972	975
753	2976	971
754	2980	967
755	2983	962
756	2986	958
757	2989	954
758	2993	950
759	2997	946
760	3001	942
761	3004	938
762	3008	934
763	3012	930
764	3016	926
765	3019	922
766	3023	918
767	3027	914
768	3030	910
769	3034	906
770	3037	902
771	3041	898
772	3045	894
773	3047	889
774	3051	885
775	3054	881
776	3058	877
777	3062	873
778	3065	869
779	3069	865
780	3072	861
781	3076	857
782	3079	853
783	3082	849
784	3086	845
785	3090	841
786	3093	837
787	3097	833
788	3100	829
789	3103	825
790	3107	821
791	3111	817
792	3114	812
793	3117	808
794	3121	804
795	3125	801
796	3128	796
797	3132	792
798	3135	788
799	3139	784
800	3142	780
801	3146	776
802	3149	772
803	3153	768
804	3156	764
805	3159	760
806	3163	756
807	3166	752
808	3170	748
809	3173	744
810	3177	740
811	3180	736
812	3183	732
813	3187	728
814	3191	724
815	3194	720
816	3198	716
817	3202	712
818	3206	708
819	3209	704
820	3212	700
821	3222	697
822	3226	693
823	3229	689
824	3231	685
825	3235	681
826	3238	677
827	3242	673
828	3245	669
829	3249	665
830	3252	661
831	3256	657
832	3259	653
833	3262	649
834	3266	645
835	3269	641
836	3272	637
837	3276	633
838	3279	629
839	3283	625
840	3286	621
841	3289	617
842	3293	613
843	3297	609
844	3300	605
845	3304	601
846	3307	597
847	3311	593
848	3315	589
849	3318	585
850	3322	581
851	3325	577
852	3329	573
853	3333	569
854	3337	565
855	3340	561
856	3343	557
857	3347	554
858	3351	550
859	3354	546
860	3357	542
861	3361	538
862	3365	534
863	3368	530
864	3371	526
865	3374	522
866	3378	518
867	3382	514
868	3385	510
869	3388	506
870	3392	502
871	3396	498
872	3399	494
873	3402	490
874	3406	486
875	3410	482
876	3413	478
877	3417	474
878	3420	470
879	3424	466
880	3428	463
881	3431	459
882	3434	455
883	3438	451
884	3442	447
885	3445	443
886	3449	439
887	3452	435
888	3455	431
889	3459	427
890	3463	423
891	3466	419
892	3469	415
893	3473	411
894	3477	407
895	3480	403
896	3483	400
897	3487	396
898	3491	392
899	3493	388
900	3497	384
901	3500	380
902	3504	376
903	3507	372
904	3511	368
905	3514	364
906	3518	360
907	3522	356
908	3525	352
909	3529	349
910	3532	345
911	3536	341
912	3540	337
913	3543	333
914	3546	329
915	3549	325
916	3553	321
917	3557	317
918	3560	313
919	3564	309
920	3567	306
921	3571	302
922	3574	298
923	3578	294
924	3581	290
925	3585	286
926	3589	282
927	3593	278
928	3596	274
929	3601	271
930	3605	267
931	3609	263
932	3613	259
933	3617	255
934	3620	251
935	3624	247
936	3627	243
937	3630	239
938	3635	236
939	3638	232
940	3641	228
941	3645	224
942	3648	220
943	3652	216
944	3656	212
945	3659	208
946	3663	205
947	3667	201
948	3670	197
949	3674	193
950	3677	189
951	3681	185
952	3684	181
953	3688	177
954	3691	173
955	3694	170
956	3698	166
957	3702	162
958	3705	158
959	3708	154
960	3712	150
961	3716	146
962	3719	142
963	3722	139
964	3726	135
965	3730	131
966	3734	127
967	3737	123
968	3740	119
969	3744	115
970	3748	111
971	3751	108
972	3754	104
973	3758	100
974	3762	96
975	3765	92
976	3769	88
977	3772	84
978	3776	80
979	3779	77
980	3783	73
981	3786	69
982	3789	65
983	3793	61
984	3797	57
985	3800	53
986	3804	50
987	3807	46
988	3811	42
989	3815	38
990	3818	34
991	3821	30
992	3826	26
993	3829	23
994	3833	19
995	3836	15
996	3839	11
997	3843	7
998	3847	3
999	3850	0
