iter	Logloss
518	0.3382952976
519	0.3381228667
520	0.3380082638
521	0.3377988962
522	0.3376257101
523	0.3375524983
524	0.3373580428
525	0.3372287754
526	0.3370317029
527	0.3368802721
528	0.3366738312
529	0.3364948148
530	0.33642485
531	0.33629705
532	0.3361361998
533	0.3359689023
534	0.3358791692
535	0.3357974821
536	0.3356825273
537	0.3356109293
538	0.3354833926
539	0.3353750174
540	0.335204891
541	0.3350839871
542	0.3349582967
543	0.3348810678
544	0.3347702742
545	0.3346044357
546	0.3344568033
547	0.3342823278
548	0.3342060114
549	0.3340941938
550	0.3340110892
551	0.3338061272
552	0.3336752955
553	0.3335297459
554	0.3334504777
555	0.3334023654
556	0.3333574654
557	0.333244547
558	0.3331703714
559	0.3331039714
560	0.3329741675
561	0.3328305284
562	0.3326852909
563	0.3325605884
564	0.3324525398
565	0.3323883664
566	0.3322824961
567	0.3321478973
568	0.3320099202
569	0.3318308647
570	0.3317765735
571	0.3316353011
572	0.3314466402
573	0.3312656115
574	0.3310888971
575	0.3309720499
576	0.3308445372
577	0.3306630573
578	0.3305773443
579	0.3304365068
580	0.3302686882
581	0.3301137246
582	0.3300722886
583	0.3299037857
584	0.3297827189
585	0.329675125
586	0.3295360929
587	0.3294944064
588	0.3293873575
589	0.3292538001
590	0.329129932
591	0.3289907478
592	0.3288652655
593	0.3287008865
594	0.3285129676
595	0.3283434214
596	0.3281677852
597	0.3280422594
598	0.3279048511
599	0.3277729092
600	0.3276629297
601	0.3276092237
602	0.3274991596
603	0.3273391961
604	0.3271803371
605	0.327128342
606	0.3270102992
607	0.3269071018
608	0.3268097624
609	0.3266955012
610	0.326627883
611	0.3264819966
612	0.3264282409
613	0.3263069961
614	0.3261992231
615	0.3260381594
616	0.3258320624
617	0.325666814
618	0.3255529884
619	0.325508548
620	0.3253830805
621	0.3251841865
622	0.3250423064
623	0.3250016998
624	0.3249564711
625	0.324809591
626	0.3247354521
627	0.3246188384
628	0.3244835911
629	0.3244418546
630	0.3243159982
631	0.3242028867
632	0.3240944941
633	0.3240064003
634	0.3238909494
635	0.3237462968
636	0.3237084457
637	0.3235864036
638	0.3234643665
639	0.3233959826
640	0.3233069618
641	0.3232429012
642	0.3230947973
643	0.3229731975
644	0.3228248409
645	0.3227602455
646	0.3226092131
647	0.3224920432
648	0.3223654634
649	0.3222596124
650	0.3221620204
651	0.3221224321
652	0.3219920013
653	0.3219578914
654	0.3218552973
655	0.3217366974
656	0.3215895679
657	0.3215467007
658	0.3213629274
659	0.3213014067
660	0.32112019
661	0.3210350971
662	0.320837559
663	0.3207458999
664	0.320690656
665	0.3205699143
666	0.3204551197
667	0.3203223599
668	0.3202618998
669	0.3201783384
670	0.3200746335
671	0.3200105792
672	0.3199542359
673	0.3198431433
674	0.3196764539
675	0.3195510513
676	0.3194951698
677	0.3194412717
678	0.319345664
679	0.3192223197
680	0.3191608527
681	0.319054533
682	0.3189864982
683	0.318895306
684	0.3187391865
685	0.3186329758
686	0.318570647
687	0.3185050113
688	0.3183954414
689	0.3182357387
690	0.3181060626
691	0.3179964434
692	0.317884478
693	0.3177503384
694	0.3176105167
695	0.3174969728
696	0.3173788978
697	0.3172873564
698	0.3172361339
699	0.3171310444
700	0.317019285
701	0.3169192485
702	0.3167786927
703	0.3166947766
704	0.3165907763
705	0.3165004832
706	0.3163983654
707	0.3162845428
708	0.3160993229
709	0.3159891003
710	0.3158976839
711	0.3157369702
712	0.3156672603
713	0.3156033374
714	0.3155630554
715	0.3154847565
716	0.3153743354
717	0.3152608733
718	0.3150934367
719	0.3149590471
720	0.3148590437
721	0.3147769087
722	0.3146469225
723	0.3145612745
724	0.3145143122
725	0.3144038923
726	0.3142948889
727	0.3142443936
728	0.3141509443
729	0.3140899687
730	0.3139518545
731	0.3138631723
732	0.3137085391
733	0.3136344708
734	0.3135694363
735	0.3134472923
736	0.313316599
737	0.3133115851
738	0.3131787582
739	0.313040698
740	0.3129652703
741	0.3128993417
742	0.3127980818
743	0.3127329245
744	0.3126377808
745	0.3125488138
746	0.3124473617
747	0.3123371666
748	0.3122411284
749	0.3121341457
750	0.3120374996
751	0.3119988599
752	0.3118716113
753	0.3117785734
754	0.311616788
755	0.3114922883
756	0.3114105825
757	0.3112890654
758	0.3111906724
759	0.3110873677
760	0.3109918912
761	0.3109015382
762	0.3108057887
763	0.310679954
764	0.3105564182
765	0.3104754423
766	0.3104364328
767	0.3103712924
768	0.3102525405
769	0.3101595378
770	0.3100991985
771	0.3100283244
772	0.3099770198
773	0.3099159759
774	0.3098227439
775	0.3096830562
776	0.3095873073
777	0.3094850222
778	0.3093748676
779	0.3093128646
780	0.3092431373
781	0.30914346
782	0.3090043531
783	0.308890829
784	0.3087690501
785	0.3086420085
786	0.3085522211
787	0.308437959
788	0.3083712712
789	0.3082884453
790	0.3082427341
791	0.3081252896
792	0.3080321564
793	0.3079883157
794	0.3079107317
795	0.3078374237
796	0.30772109
797	0.3076144867
798	0.3075264324
799	0.307441262
800	0.3073941344
801	0.307272455
802	0.30720965
803	0.3071284958
804	0.3070440469
805	0.3069462933
806	0.306843916
807	0.3067485602
808	0.3066542806
809	0.3065556815
810	0.3064447058
811	0.3062997247
812	0.3062080018
813	0.3061288431
814	0.3060423347
815	0.3059201627
816	0.3058953921
817	0.3057531311
818	0.3056603572
819	0.3055871457
820	0.3055385141
821	0.3054727009
822	0.3052875784
823	0.305121997
824	0.3050461979
825	0.3049780637
826	0.3049416403
827	0.3048866407
828	0.3048129561
829	0.3047506556
830	0.3046129719
831	0.3045342376
832	0.3043475682
833	0.3042486726
834	0.3041630676
835	0.3040604751
836	0.3040038987
837	0.303969117
838	0.3039168272
839	0.303840713
840	0.3037490112
841	0.3036498734
842	0.3035786966
843	0.3034658207
844	0.3033457231
845	0.3032297744
846	0.3031877863
847	0.3031229676
848	0.3030381483
849	0.3029097097
850	0.3027434238
851	0.3025960113
852	0.3025388667
853	0.3024580705
854	0.3023475757
855	0.3022759793
856	0.3022084505
857	0.3020877599
858	0.3020053026
859	0.3019069885
860	0.3018024824
861	0.3017293032
862	0.3016388467
863	0.3015520419
864	0.3014835397
865	0.3013964519
866	0.30126636
867	0.3011273357
868	0.3010586995
869	0.3009725124
870	0.3008828169
871	0.3008335953
872	0.300747115
873	0.3006971292
874	0.3005907862
875	0.3005095031
876	0.3004013354
877	0.3003311744
878	0.3002885803
879	0.3001577596
880	0.3000804497
881	0.2999895804
882	0.2998731718
883	0.2998012021
884	0.2996994822
885	0.2996541176
886	0.299556982
887	0.2994727686
888	0.2993981623
889	0.2993227792
890	0.2992797497
891	0.2992099367
892	0.2991361742
893	0.2990186183
894	0.2988800172
895	0.2987666687
896	0.2986814777
897	0.2985223341
898	0.2984354153
899	0.2983903776
900	0.2983096045
901	0.2982050169
902	0.2981483944
903	0.2980854914
904	0.2980203634
905	0.2979043057
906	0.297844494
907	0.2977109763
908	0.2975878364
909	0.2975269714
910	0.2974353241
911	0.2973325669
912	0.2972485595
913	0.297176429
914	0.2970448082
915	0.2969140949
916	0.2967835819
917	0.2967068518
918	0.2966154548
919	0.296547917
920	0.2965042869
921	0.2964384558
922	0.2963469338
923	0.2962649108
924	0.296209279
925	0.2960741729
926	0.2960028802
927	0.2959284395
928	0.2958534172
929	0.2957918541
930	0.2956796443
931	0.2955816571
932	0.2955259948
933	0.2954589558
934	0.2953229895
935	0.2952006695
936	0.2951411815
937	0.2950349939
938	0.2949934011
939	0.294906768
940	0.2948036662
941	0.2947441526
942	0.2946660414
943	0.2945588013
944	0.2944862788
945	0.2944287154
946	0.2943501363
947	0.2942480511
948	0.2941966221
949	0.2940962231
950	0.2940022313
951	0.2939044626
952	0.2938567408
953	0.2937491876
954	0.2935941991
955	0.2935091823
956	0.2934953855
957	0.2934351806
958	0.2933451017
959	0.2932858138
960	0.2932381571
961	0.2931833133
962	0.2931094146
963	0.2930476169
964	0.2929668206
965	0.2929522878
966	0.2928127919
967	0.2927326882
968	0.2926703026
969	0.2925923685
970	0.2924944525
971	0.292380403
972	0.292351909
973	0.2922737178
974	0.2922235215
975	0.292125648
976	0.2920169413
977	0.291995681
978	0.2918631424
979	0.2917481842
980	0.2916628217
981	0.2915528191
982	0.2914512184
983	0.2913774168
984	0.2913116295
985	0.2911908255
986	0.2911317519
987	0.2910724265
988	0.2909267053
989	0.2908424416
990	0.2907620383
991	0.2906973766
992	0.2906043054
993	0.2904845428
994	0.2903977259
995	0.290286837
996	0.2902504856
997	0.2901826066
998	0.2901402194
999	0.2900958932
